Rank,CCA3,Country/Territory,Area (km²),Density (per km²),Growth Rate,World Population Percentage,Year,Population
149,GNB,Guinea-Bissau,36125,58.2856,1.0218,0.03,2010,1567220
164,GUY,Guyana,214969,3.7621,1.0052,0.01,2010,747932
82,HTI,Haiti,27750,417.4773,1.012,0.15,2010,9842880
89,HND,Honduras,112492,92.7431,1.015,0.13,2010,8450933
104,HKG,Hong Kong,1104,6783.3922,0.9992,0.09,2010,7132438
94,HUN,Hungary,93028,107.1431,1.0265,0.12,2010,9986825
179,ISL,Iceland,103000,3.6204,1.0069,0.0,2010,318333
2,IND,India,3287590,431.0675,1.0068,17.77,2010,1240613620
4,IDN,Indonesia,1904569,144.6529,1.0064,3.45,2010,244016173
17,IRN,Iran,1648195,53.7258,1.0071,1.11,2010,75373855
35,IRQ,Iraq,438317,101.5158,1.0221,0.56,2010,31264875
125,IRL,Ireland,70273,71.4799,1.0073,0.06,2010,4524585
202,IMN,Isle of Man,572,147.7605,1.003,0.0,2010,83828
98,ISR,Israel,20770,435.1617,1.0155,0.11,2010,7328445
25,ITA,Italy,301336,195.9191,0.9966,0.74,2010,59822450
52,CIV,Ivory Coast,322463,87.3295,1.0248,0.35,2010,21120042
139,JAM,Jamaica,10991,257.2447,0.9999,0.04,2010,2733896
11,JPN,Japan,377930,327.9753,0.9947,1.55,2010,128105431
195,JEY,Jersey,116,954.9828,1.0106,0.0,2010,96151
83,JOR,Jordan,89342,126.3221,1.0123,0.14,2010,6931258
66,KAZ,Kazakhstan,2724900,7.1188,1.0105,0.24,2010,16627837
27,KEN,Kenya,580367,93.0919,1.0193,0.68,2010,41517895
192,KIR,Kiribati,811,161.815,1.0183,0.0,2010,107995
129,KWT,Kuwait,17818,239.5821,1.0044,0.05,2010,2943356
110,KGZ,Kyrgyzstan,199951,33.1612,1.0158,0.08,2010,5483774
103,LAO,Laos,236800,31.7968,1.0141,0.09,2010,6323418
151,LVA,Latvia,64559,28.666,0.9876,0.02,2010,2101530
119,LBN,Lebanon,10452,525.2334,0.9816,0.07,2010,4995800
147,LSO,Lesotho,30355,75.962,1.0107,0.03,2010,2022747
121,LBR,Liberia,111369,47.6136,1.021,0.07,2010,4019956
107,LBY,Libya,1759540,3.8717,1.0114,0.09,2010,6491988
216,LIE,Liechtenstein,160,245.7937,1.0074,0.0,2010,35926
141,LTU,Lithuania,65300,42.1142,0.9869,0.03,2010,3139019
168,LUX,Luxembourg,2586,250.425,1.0129,0.01,2010,507070
167,MAC,Macau,30,23172.2667,1.0125,0.01,2010,557297
50,MDG,Madagascar,587041,50.4423,1.0241,0.37,2010,21731053
62,MWI,Malawi,118484,172.22,1.0259,0.26,2010,14718422
45,MYS,Malaysia,330803,102.5934,1.0109,0.43,2010,28717731
174,MDV,Maldives,300,1745.9567,1.0045,0.01,2010,361575
59,MLI,Mali,1240192,18.2178,1.0314,0.28,2010,15529181
173,MLT,Malta,316,1687.6139,1.0124,0.01,2010,418755
215,MHL,Marshall Islands,181,229.663,0.9886,0.0,2010,53416
180,MTQ,Martinique,1128,325.8041,0.9965,0.0,2010,392181
126,MRT,Mauritania,1030700,4.5951,1.0263,0.06,2010,3419461
157,MUS,Mauritius,2040,636.9946,1.0004,0.02,2010,1283330
182,MYT,Mayotte,374,871.9278,1.0319,0.0,2010,211786
10,MEX,Mexico,1964375,64.9082,1.0063,1.6,2010,112532401
194,FSM,Micronesia,702,162.6268,1.0091,0.0,2010,107588
135,MDA,Moldova,33846,96.7026,1.0691,0.04,2010,3678186
217,MCO,Monaco,2,18234.5,0.9941,0.0,2010,33178
134,MNG,Mongolia,1564110,2.1727,1.0151,0.04,2010,2702520
169,MNE,Montenegro,13812,45.4012,0.9988,0.01,2010,631044
230,MSR,Montserrat,102,43.0392,0.9939,0.0,2010,4938
40,MAR,Morocco,446550,83.883,1.0103,0.47,2010,32464865
48,MOZ,Mozambique,801590,41.1302,1.0278,0.41,2010,23073723
26,MMR,Myanmar,676578,80.0784,1.0071,0.68,2010,49390988
145,NAM,Namibia,825615,3.1092,1.0146,0.03,2010,2099271
225,NRU,Nauru,21,603.2381,1.0125,0.0,2010,10241
49,NPL,Nepal,147181,207.5511,1.0171,0.38,2010,27161567
71,NLD,Netherlands,41850,419.6897,1.0036,0.22,2010,16617116
185,NCL,New Caledonia,18575,15.6097,1.0075,0.0,2010,261426
123,NZL,New Zealand,270467,19.1716,1.0108,0.07,2010,4346338
106,NIC,Nicaragua,130373,53.2962,1.0143,0.09,2010,5855734
54,NER,Niger,1267000,20.6851,1.0378,0.33,2010,16647543
6,NGA,Nigeria,923768,236.5759,1.0241,2.74,2010,160952853
232,NIU,Niue,260,7.4385,0.9985,0.0,2010,1812
56,PRK,North Korea,120538,216.2755,1.0038,0.33,2010,24686435
150,MKD,North Macedonia,25713,81.4218,0.9954,0.03,2010,2093828
210,NFK,Northern Mariana Islands,464,106.7909,1.0014,0.0,2010,54087
120,NOR,Norway,323802,16.7828,1.0058,0.07,2010,4889741
127,OMN,Oman,309500,14.7861,1.0123,0.06,2010,2881914
5,PAK,Pakistan,881912,267.4018,1.0191,2.96,2010,194454498
222,PLW,Palau,459,39.3355,1.0017,0.0,2010,18540
122,PSE,Palestine,6220,844.063,1.0227,0.07,2010,3992278
128,PAN,Panama,75417,58.4561,1.0132,0.06,2010,3623617
93,PNG,Papua New Guinea,462840,21.9139,1.0194,0.13,2010,7583269
109,PRY,Paraguay,406752,16.6705,1.0115,0.09,2010,5768613
44,PER,Peru,1285216,26.4933,1.0099,0.43,2010,29229572
13,PHL,Philippines,342353,337.5434,1.0147,1.45,2010,94636700
37,POL,Poland,312679,127.4698,1.0404,0.5,2010,38597353
92,PRT,Portugal,92090,111.5307,0.9981,0.13,2010,10588401
136,PRI,Puerto Rico,8870,366.675,0.9989,0.04,2010,3717922
143,QAT,Qatar,11586,232.6189,1.0026,0.03,2010,1713504
114,COG,Republic of the Congo,342000,17.4574,1.0231,0.07,2010,4437884
161,REU,Reunion,2511,387.914,1.0082,0.01,2010,890130
64,ROU,Romania,238391,82.4665,1.0171,0.25,2010,20335211
9,RUS,Russia,17098242,8.4636,0.9973,1.81,2010,143242599
76,RWA,Rwanda,26338,523.0731,1.0234,0.17,2010,10309031
228,BLM,Saint Barthelemy,21,522.2381,1.0098,0.0,2010,8988
211,KNA,Saint Kitts and Nevis,261,182.5939,1.0011,0.0,2010,47403
190,LCA,Saint Lucia,616,291.9756,1.0011,0.0,2010,170935
220,MAF,Saint Martin,53,599.8302,0.9951,0.0,2010,36458
229,SPM,Saint Pierre and Miquelon,242,24.2231,0.9964,0.0,2010,6052
199,VCT,Saint Vincent and the Grenadines,389,267.2185,0.9963,0.0,2010,109308
188,WSM,Samoa,2842,78.2484,1.0165,0.0,2010,194672
218,SMR,San Marino,61,551.8033,0.9975,0.0,2010,31608
187,STP,Sao Tome and Principe,964,235.8714,1.0192,0.0,2010,182138
41,SAU,Saudi Arabia,2149690,16.9368,1.0128,0.46,2010,29411929
72,SEN,Senegal,196722,88.025,1.0261,0.22,2010,12530121
105,SRB,Serbia,88361,81.7257,0.9897,0.09,2010,7653748
196,SYC,Seychelles,452,236.9867,1.0061,0.0,2010,92409
102,SLE,Sierra Leone,71740,119.957,1.022,0.11,2010,6436698
113,SGP,Singapore,710,8416.4634,1.0058,0.07,2010,5163590
214,SXM,Sint Maarten,34,1299.2647,1.003,0.0,2010,33034
116,SVK,Slovakia,49037,115.0856,1.0359,0.07,2010,5396424
148,SVN,Slovenia,20273,104.5649,1.0002,0.03,2010,2057286
166,SLB,Solomon Islands,28896,25.0648,1.0232,0.01,2010,540394
70,SOM,Somalia,637657,27.5971,1.0312,0.22,2010,12026649
24,ZAF,South Africa,1221037,49.0517,1.0084,0.75,2010,51784921
29,KOR,South Korea,100210,517.0722,0.9997,0.65,2010,48813042
86,SSD,South Sudan,619745,17.6091,1.0153,0.14,2010,9714419
30,ESP,Spain,505992,93.9909,1.0015,0.6,2010,46572772
61,LKA,Sri Lanka,65610,332.7563,1.0027,0.27,2010,20668557
32,SDN,Sudan,1886068,24.8529,1.0267,0.59,2010,33739933
170,SUR,Suriname,163820,3.7727,1.0082,0.01,2010,546080
87,SWE,Sweden,450295,23.4276,1.0079,0.13,2010,9381729
101,CHE,Switzerland,41284,211.7157,1.0056,0.11,2010,7822435
60,SYR,Syria,185180,119.4797,1.0376,0.28,2010,22337563
57,TWN,Taiwan,36193,660.1662,1.0014,0.3,2010,23083083
95,TJK,Tajikistan,143100,69.5513,1.0208,0.12,2010,7621779
22,TZA,Tanzania,945087,69.3034,1.03,0.82,2010,45110527
20,THA,Thailand,513120,139.7276,1.0013,0.9,2010,68270489
155,TLS,Timor-Leste,14874,90.1772,1.0154,0.02,2010,1088486
100,TGO,Togo,56785,155.8281,1.0236,0.11,2010,6571855
233,TKL,Tokelau,12,155.9167,1.0119,0.0,2010,1367
197,TON,Tonga,747,143.0495,1.0079,0.0,2010,107383
153,TTO,Trinidad and Tobago,5130,298.4491,1.0035,0.02,2010,1410296
79,TUN,Tunisia,163610,75.5218,1.0076,0.15,2010,10895063
18,TUR,Turkey,783562,108.9145,1.0067,1.07,2010,73195345
111,TKM,Turkmenistan,488100,13.1751,1.014,0.08,2010,5267970
212,TCA,Turks and Caicos Islands,948,48.2099,1.0131,0.0,2010,29726
227,TUV,Tuvalu,26,435.0769,1.0096,0.0,2010,10550
31,UGA,Uganda,241550,195.61,1.0304,0.59,2010,32341728
38,UKR,Ukraine,603500,65.7858,0.912,0.5,2010,45683020
97,ARE,United Arab Emirates,83600,112.9322,1.0081,0.12,2010,8481771
21,GBR,United Kingdom,242900,277.9289,1.0034,0.85,2010,62760039
3,USA,United States,9372610,36.0935,1.0038,4.24,2010,311182845
200,VIR,United States Virgin Islands,347,286.6427,0.9937,0.0,2010,106142
133,URY,Uruguay,181034,18.9069,0.999,0.04,2010,3352651
43,UZB,Uzbekistan,447400,77.3975,1.016,0.43,2010,28614227
181,VUT,Vanuatu,12189,26.8061,1.0238,0.0,2010,245453
234,VAT,Vatican City,1,510.0,0.998,0.0,2010,596
51,VEN,Venezuela,916445,30.882,1.0036,0.35,2010,28715022
16,VNM,Vietnam,331212,296.4472,1.0074,1.23,2010,87411012
226,WLF,Wallis and Futuna,142,81.493,0.9953,0.0,2010,13142
172,ESH,Western Sahara,266000,2.1654,1.0184,0.01,2010,413296
46,YEM,Yemen,527968,63.8232,1.0217,0.42,2010,24743946
63,ZMB,Zambia,752612,26.5976,1.028,0.25,2010,13792086
74,ZWE,Zimbabwe,390757,41.7665,1.0204,0.2,2010,12839771
36,AFG,Afghanistan,652230,63.0587,1.0257,0.52,2000,19542982
138,ALB,Albania,28748,98.8702,0.9957,0.04,2000,3182021
34,DZA,Algeria,2381741,18.8531,1.0164,0.56,2000,30774621
213,ASM,American Samoa,199,222.4774,0.9831,0.0,2000,58230
203,AND,Andorra,468,170.5641,1.01,0.0,2000,66097
42,AGO,Angola,1246700,28.5466,1.0315,0.45,2000,16394062
224,AIA,Anguilla,91,174.2527,1.0066,0.0,2000,11047
201,ATG,Antigua and Barbuda,442,212.1335,1.0058,0.0,2000,75055
33,ARG,Argentina,2780400,16.3683,1.0052,0.57,2000,37070774
140,ARM,Armenia,29743,93.4831,0.9962,0.03,2000,3168523
198,ABW,Aruba,180,591.3611,0.9991,0.0,2000,89101
55,AUS,Australia,7692024,3.4032,1.0099,0.33,2000,19017963
99,AUT,Austria,83871,106.5877,1.002,0.11,2000,8010428
91,AZE,Azerbaijan,86600,119.6082,1.0044,0.13,2000,8190337
176,BHS,Bahamas,13943,29.4043,1.0051,0.01,2000,325014
154,BHR,Bahrain,765,1924.4876,1.0061,0.02,2000,711442
8,BGD,Bangladesh,147570,1160.035,1.0108,2.15,2000,129193327
186,BRB,Barbados,430,654.9651,1.0015,0.0,2000,264657
96,BLR,Belarus,207600,45.9295,0.9955,0.12,2000,10256483
81,BEL,Belgium,30528,381.8111,1.0038,0.15,2000,10264343
177,BLZ,Belize,22966,17.6466,1.0131,0.01,2000,240406
77,BEN,Benin,112622,118.5635,1.0274,0.17,2000,6998023
206,BMU,Bermuda,54,1188.5926,1.0,0.0,2000,61371
165,BTN,Bhutan,38394,20.3796,1.0064,0.01,2000,587207
80,BOL,Bolivia,1098581,11.1272,1.012,0.15,2000,8592656
137,BIH,Bosnia and Herzegovina,51209,63.1437,0.9886,0.04,2000,4179350
144,BWA,Botswana,582000,4.5194,1.0162,0.03,2000,1726985
7,BRA,Brazil,8515767,25.2841,1.0046,2.7,2000,175873720
221,VGB,British Virgin Islands,151,207.3179,1.0059,0.0,2000,20104
175,BRN,Brunei,5765,77.8841,1.0081,0.01,2000,333926
108,BGR,Bulgaria,110879,61.1654,0.9849,0.09,2000,8097691
58,BFA,Burkina Faso,272967,83.0641,1.0259,0.28,2000,11882888
78,BDI,Burundi,27834,463.0874,1.027,0.16,2000,6307659
73,KHM,Cambodia,181035,92.6221,1.0108,0.21,2000,12118841
53,CMR,Cameroon,475442,58.7128,1.0263,0.35,2000,15091594
39,CAN,Canada,9984670,3.8513,1.0078,0.48,2000,30683313
171,CPV,Cape Verde,4033,147.0739,1.0089,0.01,2000,458251
205,CYM,Cayman Islands,264,260.25,1.0084,0.0,2000,39658
117,CAF,Central African Republic,622984,8.9555,1.0224,0.07,2000,3759170
69,TCD,Chad,1284000,13.8032,1.0316,0.22,2000,8259137
65,CHL,Chile,756102,25.9274,1.0057,0.25,2000,15351799
1,CHN,China,9706961,146.8933,1.0,17.88,2000,1264099069
28,COL,Colombia,1141748,45.4339,1.0069,0.65,2000,39215135
163,COM,Comoros,1862,449.3953,1.0184,0.01,2000,536758
223,COK,Cook Islands,236,72.0805,1.0005,0.0,2000,15897
124,CRI,Costa Rica,51100,101.3861,1.0052,0.06,2000,3979193
130,HRV,Croatia,56594,71.2153,0.9927,0.05,2000,4548434
85,CUB,Cuba,109884,102.0366,0.9961,0.14,2000,11105791
189,CUW,Curacao,444,430.5473,1.0043,0.0,2000,141424
158,CYP,Cyprus,9251,135.2814,1.0059,0.02,2000,948237
88,CZE,Czech Republic,78865,133.0627,0.9984,0.13,2000,10234710
115,DNK,Denmark,43094,136.4984,1.0048,0.07,2000,5340655
160,DJI,Djibouti,23200,48.3125,1.0138,0.01,2000,742033
204,DMA,Dominica,751,96.8535,1.0045,0.0,2000,68346
84,DOM,Dominican Republic,48671,230.7087,1.01,0.14,2000,8540791
15,COD,DR Congo,2344858,42.2244,1.0325,1.24,2000,48616317
67,ECU,Ecuador,276841,65.0229,1.0114,0.23,2000,12626507
14,EGY,Egypt,1002450,110.7188,1.0158,1.39,2000,71371371
112,SLV,El Salvador,21041,301.145,1.0035,0.08,2000,5958482
152,GNQ,Equatorial Guinea,28051,59.7094,1.0247,0.02,2000,684977
132,ERI,Eritrea,117600,31.3268,1.0176,0.05,2000,2392880
156,EST,Estonia,45227,29.3201,0.998,0.02,2000,1396877
159,SWZ,Eswatini,17364,69.2047,1.0079,0.02,2000,1030496
12,ETH,Ethiopia,1104300,111.7268,1.0257,1.55,2000,67031867
231,FLK,Falkland Islands,12173,0.3105,1.0043,0.0,2000,3080
209,FRO,Faroe Islands,1393,38.112,1.0038,0.0,2000,45660
162,FJI,Fiji,18272,50.8847,1.0056,0.01,2000,832509
118,FIN,Finland,338424,16.3722,1.0009,0.07,2000,5176209
23,FRA,France,551695,117.1419,1.0015,0.81,2000,58665453
184,GUF,French Guiana,83534,3.6459,1.0239,0.0,2000,164351
183,PYF,French Polynesia,4167,73.5011,1.0074,0.0,2000,250927
146,GAB,Gabon,267668,8.9252,1.0204,0.03,2000,1272935
142,GMB,Gambia,10689,253.1567,1.025,0.03,2000,1437539
131,GEO,Georgia,69700,53.7214,0.9964,0.05,2000,4265172
19,DEU,Germany,357114,233.4544,0.9995,1.05,2000,81551677
47,GHA,Ghana,238533,140.3406,1.0196,0.42,2000,19665502
219,GIB,Gibraltar,6,5441.5,0.9994,0.0,2000,27741
90,GRC,Greece,131990,78.68,0.9942,0.13,2000,11038109
208,GRL,Greenland,2166086,0.0261,1.004,0.0,2000,56184
193,GRD,Grenada,344,364.6453,1.0066,0.0,2000,107432
178,GLP,Guadeloupe,1628,243.0909,0.9992,0.0,2000,424067
191,GUM,Guam,549,312.8852,1.0073,0.0,2000,160188
68,GTM,Guatemala,108889,163.8725,1.0134,0.22,2000,11735894
207,GGY,Guernsey,78,811.5513,1.0037,0.0,2000,59114
75,GIN,Guinea,245857,56.3716,1.0242,0.17,2000,8336967
149,GNB,Guinea-Bissau,36125,58.2856,1.0218,0.03,2000,1230849
164,GUY,Guyana,214969,3.7621,1.0052,0.01,2000,759051
82,HTI,Haiti,27750,417.4773,1.012,0.15,2000,8360225
89,HND,Honduras,112492,92.7431,1.015,0.13,2000,6656725
104,HKG,Hong Kong,1104,6783.3922,0.9992,0.09,2000,6731195
94,HUN,Hungary,93028,107.1431,1.0265,0.12,2000,10202055
179,ISL,Iceland,103000,3.6204,1.0069,0.0,2000,281462
2,IND,India,3287590,431.0675,1.0068,17.77,2000,1059633675
4,IDN,Indonesia,1904569,144.6529,1.0064,3.45,2000,214072421
17,IRN,Iran,1648195,53.7258,1.0071,1.11,2000,65544383
35,IRQ,Iraq,438317,101.5158,1.0221,0.56,2000,24628858
125,IRL,Ireland,70273,71.4799,1.0073,0.06,2000,3768950
202,IMN,Isle of Man,572,147.7605,1.003,0.0,2000,75562
98,ISR,Israel,20770,435.1617,1.0155,0.11,2000,6116958
25,ITA,Italy,301336,195.9191,0.9966,0.74,2000,56966397
52,CIV,Ivory Coast,322463,87.3295,1.0248,0.35,2000,16799670
139,JAM,Jamaica,10991,257.2447,0.9999,0.04,2000,2612205
11,JPN,Japan,377930,327.9753,0.9947,1.55,2000,126803861
195,JEY,Jersey,116,954.9828,1.0106,0.0,2000,86192
83,JOR,Jordan,89342,126.3221,1.0123,0.14,2000,5056174
66,KAZ,Kazakhstan,2724900,7.1188,1.0105,0.24,2000,15236253
27,KEN,Kenya,580367,93.0919,1.0193,0.68,2000,30851606
192,KIR,Kiribati,811,161.815,1.0183,0.0,2000,88826
129,KWT,Kuwait,17818,239.5821,1.0044,0.05,2000,1934901
110,KGZ,Kyrgyzstan,199951,33.1612,1.0158,0.08,2000,4935182
103,LAO,Laos,236800,31.7968,1.0141,0.09,2000,5430853
151,LVA,Latvia,64559,28.666,0.9876,0.02,2000,2392530
119,LBN,Lebanon,10452,525.2334,0.9816,0.07,2000,4320642
147,LSO,Lesotho,30355,75.962,1.0107,0.03,2000,1998630
121,LBR,Liberia,111369,47.6136,1.021,0.07,2000,2895224
107,LBY,Libya,1759540,3.8717,1.0114,0.09,2000,5154790
216,LIE,Liechtenstein,160,245.7937,1.0074,0.0,2000,33026
141,LTU,Lithuania,65300,42.1142,0.9869,0.03,2000,3599637
168,LUX,Luxembourg,2586,250.425,1.0129,0.01,2000,435628
167,MAC,Macau,30,23172.2667,1.0125,0.01,2000,431896
50,MDG,Madagascar,587041,50.4423,1.0241,0.37,2000,16216431
62,MWI,Malawi,118484,172.22,1.0259,0.26,2000,11229387
45,MYS,Malaysia,330803,102.5934,1.0109,0.43,2000,22945150
174,MDV,Maldives,300,1745.9567,1.0045,0.01,2000,282507
59,MLI,Mali,1240192,18.2178,1.0314,0.28,2000,11239101
173,MLT,Malta,316,1687.6139,1.0124,0.01,2000,399212
215,MHL,Marshall Islands,181,229.663,0.9886,0.0,2000,54224
180,MTQ,Martinique,1128,325.8041,0.9965,0.0,2000,432543
126,MRT,Mauritania,1030700,4.5951,1.0263,0.06,2000,2695003
157,MUS,Mauritius,2040,636.9946,1.0004,0.02,2000,1215930
182,MYT,Mayotte,374,871.9278,1.0319,0.0,2000,159215
10,MEX,Mexico,1964375,64.9082,1.0063,1.6,2000,97873442
194,FSM,Micronesia,702,162.6268,1.0091,0.0,2000,111709
135,MDA,Moldova,33846,96.7026,1.0691,0.04,2000,4251573
217,MCO,Monaco,2,18234.5,0.9941,0.0,2000,32465
134,MNG,Mongolia,1564110,2.1727,1.0151,0.04,2000,2450979
169,MNE,Montenegro,13812,45.4012,0.9988,0.01,2000,633324
230,MSR,Montserrat,102,43.0392,0.9939,0.0,2000,5138
40,MAR,Morocco,446550,83.883,1.0103,0.47,2000,28554415
48,MOZ,Mozambique,801590,41.1302,1.0278,0.41,2000,17768505
26,MMR,Myanmar,676578,80.0784,1.0071,0.68,2000,45538332
145,NAM,Namibia,825615,3.1092,1.0146,0.03,2000,1819141
225,NRU,Nauru,21,603.2381,1.0125,0.0,2000,10377
49,NPL,Nepal,147181,207.5511,1.0171,0.38,2000,24559500
71,NLD,Netherlands,41850,419.6897,1.0036,0.22,2000,15899135
185,NCL,New Caledonia,18575,15.6097,1.0075,0.0,2000,221537
123,NZL,New Zealand,270467,19.1716,1.0108,0.07,2000,3855266
106,NIC,Nicaragua,130373,53.2962,1.0143,0.09,2000,5123222
54,NER,Niger,1267000,20.6851,1.0378,0.33,2000,11622665
6,NGA,Nigeria,923768,236.5759,1.0241,2.74,2000,122851984
232,NIU,Niue,260,7.4385,0.9985,0.0,2000,2074
56,PRK,North Korea,120538,216.2755,1.0038,0.33,2000,23367059
150,MKD,North Macedonia,25713,81.4218,0.9954,0.03,2000,2037936
210,NFK,Northern Mariana Islands,464,106.7909,1.0014,0.0,2000,80338
120,NOR,Norway,323802,16.7828,1.0058,0.07,2000,4491202
127,OMN,Oman,309500,14.7861,1.0123,0.06,2000,2344253
5,PAK,Pakistan,881912,267.4018,1.0191,2.96,2000,154369924
222,PLW,Palau,459,39.3355,1.0017,0.0,2000,19726
122,PSE,Palestine,6220,844.063,1.0227,0.07,2000,3139954
128,PAN,Panama,75417,58.4561,1.0132,0.06,2000,3001731
93,PNG,Papua New Guinea,462840,21.9139,1.0194,0.13,2000,5508297
109,PRY,Paraguay,406752,16.6705,1.0115,0.09,2000,5123819
44,PER,Peru,1285216,26.4933,1.0099,0.43,2000,26654439
13,PHL,Philippines,342353,337.5434,1.0147,1.45,2000,77958223
37,POL,Poland,312679,127.4698,1.0404,0.5,2000,38504431
92,PRT,Portugal,92090,111.5307,0.9981,0.13,2000,10300626
136,PRI,Puerto Rico,8870,366.675,0.9989,0.04,2000,3827108
143,QAT,Qatar,11586,232.6189,1.0026,0.03,2000,645937
114,COG,Republic of the Congo,342000,17.4574,1.0231,0.07,2000,3134030
161,REU,Reunion,2511,387.914,1.0082,0.01,2000,785424
64,ROU,Romania,238391,82.4665,1.0171,0.25,2000,21919876
9,RUS,Russia,17098242,8.4636,0.9973,1.81,2000,146844839
76,RWA,Rwanda,26338,523.0731,1.0234,0.17,2000,8109989
228,BLM,Saint Barthelemy,21,522.2381,1.0098,0.0,2000,7082
211,KNA,Saint Kitts and Nevis,261,182.5939,1.0011,0.0,2000,45461
190,LCA,Saint Lucia,616,291.9756,1.0011,0.0,2000,159500
220,MAF,Saint Martin,53,599.8302,0.9951,0.0,2000,29610
229,SPM,Saint Pierre and Miquelon,242,24.2231,0.9964,0.0,2000,6274
199,VCT,Saint Vincent and the Grenadines,389,267.2185,0.9963,0.0,2000,113813
188,WSM,Samoa,2842,78.2484,1.0165,0.0,2000,184008
218,SMR,San Marino,61,551.8033,0.9975,0.0,2000,26823
187,STP,Sao Tome and Principe,964,235.8714,1.0192,0.0,2000,143714
41,SAU,Saudi Arabia,2149690,16.9368,1.0128,0.46,2000,21547390
72,SEN,Senegal,196722,88.025,1.0261,0.22,2000,9704287
105,SRB,Serbia,88361,81.7257,0.9897,0.09,2000,7935022
196,SYC,Seychelles,452,236.9867,1.0061,0.0,2000,80060
102,SLE,Sierra Leone,71740,119.957,1.022,0.11,2000,4584067
113,SGP,Singapore,710,8416.4634,1.0058,0.07,2000,4053602
214,SXM,Sint Maarten,34,1299.2647,1.003,0.0,2000,30489
116,SVK,Slovakia,49037,115.0856,1.0359,0.07,2000,5376690
148,SVN,Slovenia,20273,104.5649,1.0002,0.03,2000,1984339
166,SLB,Solomon Islands,28896,25.0648,1.0232,0.01,2000,429978
70,SOM,Somalia,637657,27.5971,1.0312,0.22,2000,8721465
24,ZAF,South Africa,1221037,49.0517,1.0084,0.75,2000,46813266
29,KOR,South Korea,100210,517.0722,0.9997,0.65,2000,46788591
86,SSD,South Sudan,619745,17.6091,1.0153,0.14,2000,6114440
30,ESP,Spain,505992,93.9909,1.0015,0.6,2000,40741651
61,LKA,Sri Lanka,65610,332.7563,1.0027,0.27,2000,18776371
32,SDN,Sudan,1886068,24.8529,1.0267,0.59,2000,26298773
170,SUR,Suriname,163820,3.7727,1.0082,0.01,2000,478998
87,SWE,Sweden,450295,23.4276,1.0079,0.13,2000,8871043
101,CHE,Switzerland,41284,211.7157,1.0056,0.11,2000,7182059
60,SYR,Syria,185180,119.4797,1.0376,0.28,2000,16307654
57,TWN,Taiwan,36193,660.1662,1.0014,0.3,2000,22194731
95,TJK,Tajikistan,143100,69.5513,1.0208,0.12,2000,6272998
22,TZA,Tanzania,945087,69.3034,1.03,0.82,2000,34463704
20,THA,Thailand,513120,139.7276,1.0013,0.9,2000,63066603
155,TLS,Timor-Leste,14874,90.1772,1.0154,0.02,2000,878360
100,TGO,Togo,56785,155.8281,1.0236,0.11,2000,5008035
233,TKL,Tokelau,12,155.9167,1.0119,0.0,2000,1666
197,TON,Tonga,747,143.0495,1.0079,0.0,2000,102603
153,TTO,Trinidad and Tobago,5130,298.4491,1.0035,0.02,2000,1332203
79,TUN,Tunisia,163610,75.5218,1.0076,0.15,2000,9893316
18,TUR,Turkey,783562,108.9145,1.0067,1.07,2000,64113547
111,TKM,Turkmenistan,488100,13.1751,1.014,0.08,2000,4569132
212,TCA,Turks and Caicos Islands,948,48.2099,1.0131,0.0,2000,18744
227,TUV,Tuvalu,26,435.0769,1.0096,0.0,2000,9638
31,UGA,Uganda,241550,195.61,1.0304,0.59,2000,24020697
38,UKR,Ukraine,603500,65.7858,0.912,0.5,2000,48879755
97,ARE,United Arab Emirates,83600,112.9322,1.0081,0.12,2000,3275333
21,GBR,United Kingdom,242900,277.9289,1.0034,0.85,2000,58850043
3,USA,United States,9372610,36.0935,1.0038,4.24,2000,282398554
200,VIR,United States Virgin Islands,347,286.6427,0.9937,0.0,2000,108185
133,URY,Uruguay,181034,18.9069,0.999,0.04,2000,3292224
43,UZB,Uzbekistan,447400,77.3975,1.016,0.43,2000,24925554
181,VUT,Vanuatu,12189,26.8061,1.0238,0.0,2000,192074
234,VAT,Vatican City,1,510.0,0.998,0.0,2000,651
51,VEN,Venezuela,916445,30.882,1.0036,0.35,2000,24427729
16,VNM,Vietnam,331212,296.4472,1.0074,1.23,2000,79001142
226,WLF,Wallis and Futuna,142,81.493,0.9953,0.0,2000,14723
172,ESH,Western Sahara,266000,2.1654,1.0184,0.01,2000,270375
46,YEM,Yemen,527968,63.8232,1.0217,0.42,2000,18628700
63,ZMB,Zambia,752612,26.5976,1.028,0.25,2000,9891136
74,ZWE,Zimbabwe,390757,41.7665,1.0204,0.2,2000,11834676
36,AFG,Afghanistan,652230,63.0587,1.0257,0.52,1990,10694796
138,ALB,Albania,28748,98.8702,0.9957,0.04,1990,3295066
34,DZA,Algeria,2381741,18.8531,1.0164,0.56,1990,25518074
213,ASM,American Samoa,199,222.4774,0.9831,0.0,1990,47818
203,AND,Andorra,468,170.5641,1.01,0.0,1990,53569
42,AGO,Angola,1246700,28.5466,1.0315,0.45,1990,11828638
224,AIA,Anguilla,91,174.2527,1.0066,0.0,1990,8316
201,ATG,Antigua and Barbuda,442,212.1335,1.0058,0.0,1990,63328
33,ARG,Argentina,2780400,16.3683,1.0052,0.57,1990,32637657
140,ARM,Armenia,29743,93.4831,0.9962,0.03,1990,3556539
