COUNTRY,COICOP_1999,TIME_PERIOD,OBS_VALUE
DMA,Aggregate,2018-Q3,104.1466666666667
DMA,Aggregate,2018-Q4,105.1733333333333
DMA,Aggregate,2019-Q1,104.51
DMA,Aggregate,2019-Q2,105.2217301333333
DMA,Aggregate,2019-Q3,105.9466666666667
DMA,Aggregate,2019-Q4,105.4
DMA,Aggregate,2020-Q1,107.0666666666667
DMA,Aggregate,2020-Q2,106.0233333333333
DMA,Aggregate,2020-Q3,106.89
DMA,Aggregate,2020-Q4,106.2366666666667
DMA,Aggregate,2021-Q1,107.06
DMA,Aggregate,2021-Q2,108.67
DMA,Aggregate,2021-Q3,109.73
DMA,Aggregate,2021-Q4,110.2566666666667
DMA,Aggregate,2022-Q1,110.64
DMA,Aggregate,2022-Q2,112.54
DMA,Aggregate,2022-Q3,112.6733333333333
DMA,Aggregate,2022-Q4,112.4333333333333
DMA,Aggregate,2023-Q1,113.74
DMA,Aggregate,2023-Q2,118.0033333333333
DMA,Aggregate,2023-Q3,119.78
DMA,Aggregate,2023-Q4,119.5666666666667
DMA,Aggregate,2024-Q1,119.4533333333333
DMA,Aggregate,2024-Q2,121.0533333333333
DMA,Aggregate,2024-Q3,121.45
DMA,Aggregate,2024-Q4,121.3333333333333
DNK,Aggregate,2016-Q1,99.9
DNK,Aggregate,2016-Q2,100.4666666666667
DNK,Aggregate,2016-Q3,100.3
DNK,Aggregate,2016-Q4,100.3333333333333
DNK,Aggregate,2017-Q1,100.8666666666667
DNK,Aggregate,2017-Q2,101.3
DNK,Aggregate,2017-Q3,101.8333333333333
DNK,Aggregate,2017-Q4,101.6
DNK,Aggregate,2018-Q1,101.4666666666667
DNK,Aggregate,2018-Q2,102.3
DNK,Aggregate,2018-Q3,102.7333333333333
DNK,Aggregate,2018-Q4,102.4
DNK,Aggregate,2019-Q1,102.6666666666667
DNK,Aggregate,2019-Q2,103.0666666666667
DNK,Aggregate,2019-Q3,103.1666666666667
DNK,Aggregate,2019-Q4,103.1
DNK,Aggregate,2020-Q1,103.3
DNK,Aggregate,2020-Q2,103.1666666666667
DNK,Aggregate,2020-Q3,103.7
DNK,Aggregate,2020-Q4,103.5666666666667
DNK,Aggregate,2021-Q1,104.0333333333333
DNK,Aggregate,2021-Q2,104.8666666666667
DNK,Aggregate,2021-Q3,105.6666666666667
DNK,Aggregate,2021-Q4,106.8333333333333
DNK,Aggregate,2022-Q1,109.0666666666667
DNK,Aggregate,2022-Q2,112.6666666666667
DNK,Aggregate,2022-Q3,115.4
DNK,Aggregate,2022-Q4,116.7
DNK,Aggregate,2023-Q1,117.0666666666667
DNK,Aggregate,2023-Q2,116.6666666666667
DNK,Aggregate,2023-Q3,117.8666666666667
DNK,Aggregate,2023-Q4,117.2333333333333
DNK,Aggregate,2024-Q1,118.2
DNK,Aggregate,2024-Q2,118.5
DNK,Aggregate,2024-Q3,119.3333333333333
DNK,Aggregate,2024-Q4,119.2333333333333
DNK,Aggregate,2025-Q1,120.2
DOM,Aggregate,2016-Q1,88.6515795161535
DOM,Aggregate,2016-Q2,88.72272451853253
DOM,Aggregate,2016-Q3,89.2967910894529
DOM,Aggregate,2016-Q4,89.9248297311436
DOM,Aggregate,2017-Q1,91.25695856879227
DOM,Aggregate,2017-Q2,91.4335944367678
DOM,Aggregate,2017-Q3,92.1303248048934
DOM,Aggregate,2017-Q4,93.46981347037433
DOM,Aggregate,2018-Q1,94.63021299193567
DOM,Aggregate,2018-Q2,95.43979405349013
DOM,Aggregate,2018-Q3,95.68512164790057
DOM,Aggregate,2018-Q4,95.6630421644036
DOM,Aggregate,2019-Q1,95.69493475167697
DOM,Aggregate,2019-Q2,96.65907219770997
DOM,Aggregate,2019-Q3,97.32390997856227
DOM,Aggregate,2019-Q4,98.64622571243447
DOM,Aggregate,2020-Q1,98.9700581370562
DOM,Aggregate,2020-Q2,98.25615483732187
DOM,Aggregate,2020-Q3,101.9262556497019
DOM,Aggregate,2020-Q4,103.8543333333333
DOM,Aggregate,2021-Q1,106.0973333333333
DOM,Aggregate,2021-Q2,107.8973333333333
DOM,Aggregate,2021-Q3,109.9143333333333
DOM,Aggregate,2021-Q4,112.3176666666667
DOM,Aggregate,2022-Q1,115.5636666666667
DOM,Aggregate,2022-Q2,118.181
DOM,Aggregate,2022-Q3,119.752
DOM,Aggregate,2022-Q4,121.1663333333333
DOM,Aggregate,2023-Q1,123.079
DOM,Aggregate,2023-Q2,123.5276666666667
DOM,Aggregate,2023-Q3,124.794
DOM,Aggregate,2023-Q4,125.9778666666667
DOM,Aggregate,2024-Q1,127.1823333333333
DOM,Aggregate,2024-Q2,127.5181333333333
DOM,Aggregate,2024-Q3,129.0568666666667
DOM,Aggregate,2024-Q4,130.0458
DOM,Aggregate,2025-Q1,131.6207
DZA,Aggregate,2016-Q1,178.28
DZA,Aggregate,2016-Q2,183.7233333333333
DZA,Aggregate,2016-Q3,185.6466666666667
DZA,Aggregate,2016-Q4,187.1466666666667
DZA,Aggregate,2017-Q1,191.7366666666667
DZA,Aggregate,2017-Q2,193.2433333333333
DZA,Aggregate,2017-Q3,193.5966666666667
DZA,Aggregate,2017-Q4,197.3033333333333
DZA,Aggregate,2018-Q1,198.3166666666667
DZA,Aggregate,2018-Q2,203.2333333333333
DZA,Aggregate,2018-Q3,202.8
DZA,Aggregate,2018-Q4,204.66
DZA,Aggregate,2019-Q1,203.7133333333333
DZA,Aggregate,2019-Q2,205.8333333333333
DZA,Aggregate,2019-Q3,206.9566666666667
DZA,Aggregate,2019-Q4,208.2966666666667
DZA,Aggregate,2020-Q1,207.7066666666667
DZA,Aggregate,2020-Q2,211.0666666666667
DZA,Aggregate,2020-Q3,210.6033333333333
DZA,Aggregate,2020-Q4,215.3433333333333
DZA,Aggregate,2021-Q1,218.3633333333333
DZA,Aggregate,2021-Q2,224.1266666666667
DZA,Aggregate,2021-Q3,228.59
DZA,Aggregate,2021-Q4,234.68
DZA,Aggregate,2022-Q1,238.41
DZA,Aggregate,2022-Q2,246.7966666666667
DZA,Aggregate,2022-Q3,249.8166666666667
DZA,Aggregate,2022-Q4,254.66
DZA,Aggregate,2023-Q1,261.6833333333333
DZA,Aggregate,2023-Q2,270.79
DZA,Aggregate,2023-Q3,273.6333333333333
DZA,Aggregate,2023-Q4,275.8366666666667
DZA,Aggregate,2024-Q1,274.7166666666667
DZA,Aggregate,2024-Q2,279.36
DZA,Aggregate,2024-Q3,286.3133333333333
DZA,Aggregate,2024-Q4,285.33
ECU,Aggregate,2016-Q1,104.510220432656
ECU,Aggregate,2016-Q2,105.1224149720793
ECU,Aggregate,2016-Q3,105.233930063504
ECU,Aggregate,2016-Q4,105.1506434062743
ECU,Aggregate,2017-Q1,105.4917781735933
ECU,Aggregate,2017-Q2,105.9466666666667
ECU,Aggregate,2017-Q3,105.3585281812633
ECU,Aggregate,2017-Q4,104.9731171441487
ECU,Aggregate,2018-Q1,105.3338408589863
ECU,Aggregate,2018-Q2,105.0616262746543
ECU,Aggregate,2018-Q3,105.1266493399097
ECU,Aggregate,2018-Q4,105.3027732293803
ECU,Aggregate,2019-Q1,105.537390943414
ECU,Aggregate,2019-Q2,105.4728917464757
ECU,Aggregate,2019-Q3,105.465077377946
ECU,Aggregate,2019-Q4,105.4689765099013
ECU,Aggregate,2020-Q1,105.4142519208883
ECU,Aggregate,2020-Q2,106.1520533147587
ECU,Aggregate,2020-Q3,104.6922291225353
ECU,Aggregate,2020-Q4,104.2559493509127
ECU,Aggregate,2021-Q1,104.4738373405873
ECU,Aggregate,2021-Q2,104.987466992606
ECU,Aggregate,2021-Q3,105.532277249572
ECU,Aggregate,2021-Q4,106.0812435046083
ECU,Aggregate,2022-Q1,107.2283916534683
ECU,Aggregate,2022-Q2,108.665438636281
ECU,Aggregate,2022-Q3,109.662008713931
ECU,Aggregate,2022-Q4,110.114154178387
ECU,Aggregate,2023-Q1,110.397594317166
ECU,Aggregate,2023-Q2,110.872665883349
ECU,Aggregate,2023-Q3,112.1698486420217
ECU,Aggregate,2023-Q4,111.8829705399827
ECU,Aggregate,2024-Q1,112.033813249929
ECU,Aggregate,2024-Q2,113.2600974968063
ECU,Aggregate,2024-Q3,113.7712466100857
ECU,Aggregate,2024-Q4,113.148518059142
EGY,Aggregate,2016-Q1,58.94902762017907
EGY,Aggregate,2016-Q2,61.8455258439525
EGY,Aggregate,2016-Q3,64.32840134228807
EGY,Aggregate,2016-Q4,69.2527218741873
EGY,Aggregate,2017-Q1,76.50223694421723
EGY,Aggregate,2017-Q2,80.5843606046148
EGY,Aggregate,2017-Q3,85.00739155432573
EGY,Aggregate,2017-Q4,87.3393223451934
EGY,Aggregate,2018-Q1,87.9003362742999
EGY,Aggregate,2018-Q2,91.05098855533187
EGY,Aggregate,2018-Q3,97.4027581540398
EGY,Aggregate,2018-Q4,100.5224540832796
EGY,Aggregate,2019-Q1,99.98165513691793
EGY,Aggregate,2019-Q2,102.093132625763
EGY,Aggregate,2019-Q3,104.1573679269623
EGY,Aggregate,2019-Q4,105.1391355290193
EGY,Aggregate,2020-Q1,105.8308102798873
EGY,Aggregate,2020-Q2,107.6064069327093
EGY,Aggregate,2020-Q3,108.0665371297727
EGY,Aggregate,2020-Q4,110.620942446077
EGY,Aggregate,2021-Q1,110.4892253040993
EGY,Aggregate,2021-Q2,112.6
EGY,Aggregate,2021-Q3,114.4333333333333
EGY,Aggregate,2021-Q4,117.1333333333333
EGY,Aggregate,2022-Q1,120.2666666666667
EGY,Aggregate,2022-Q2,127.5
EGY,Aggregate,2022-Q3,130.9333333333333
EGY,Aggregate,2022-Q4,139.1333333333333
EGY,Aggregate,2023-Q1,156.6
EGY,Aggregate,2023-Q2,169.6
EGY,Aggregate,2023-Q3,179.7333333333333
EGY,Aggregate,2023-Q4,187.3666666666667
EGY,Aggregate,2024-Q1,208.3
EGY,Aggregate,2024-Q2,219.4333333333333
EGY,Aggregate,2024-Q3,226.7
EGY,Aggregate,2024-Q4,234.8666666666667
EGY,Aggregate,2025-Q1,242.7333333333333
ESP,Aggregate,2016-Q1,91.85566666666667
ESP,Aggregate,2016-Q2,93.26666666666667
ESP,Aggregate,2016-Q3,93.12233333333333
ESP,Aggregate,2016-Q4,94.64466666666667
ESP,Aggregate,2017-Q1,94.37566666666667
ESP,Aggregate,2017-Q2,95.12966666666667
ESP,Aggregate,2017-Q3,94.66233333333333
ESP,Aggregate,2017-Q4,96.01566666666667
ESP,Aggregate,2018-Q1,95.27566666666667
ESP,Aggregate,2018-Q2,96.84366666666667
ESP,Aggregate,2018-Q3,96.77466666666667
ESP,Aggregate,2018-Q4,97.65733333333333
ESP,Aggregate,2019-Q1,96.358
ESP,Aggregate,2019-Q2,97.73233333333333
ESP,Aggregate,2019-Q3,97.077
ESP,Aggregate,2019-Q4,98.088
ESP,Aggregate,2020-Q1,96.93833333333333
ESP,Aggregate,2020-Q2,97.089
ESP,Aggregate,2020-Q3,96.58866666666667
ESP,Aggregate,2020-Q4,97.383
ESP,Aggregate,2021-Q1,97.51333333333333
ESP,Aggregate,2021-Q2,99.57433333333333
ESP,Aggregate,2021-Q3,99.87
ESP,Aggregate,2021-Q4,103.0426666666667
ESP,Aggregate,2022-Q1,105.1786666666667
ESP,Aggregate,2022-Q2,108.6346666666667
ESP,Aggregate,2022-Q3,109.9163333333333
ESP,Aggregate,2022-Q4,109.833
ESP,Aggregate,2023-Q1,110.494
ESP,Aggregate,2023-Q2,111.9486666666667
ESP,Aggregate,2023-Q3,113.0136666666667
ESP,Aggregate,2023-Q4,113.4213333333333
ESP,Aggregate,2024-Q1,113.9616666666667
ESP,Aggregate,2024-Q2,115.82
ESP,Aggregate,2024-Q3,115.4586666666667
ESP,Aggregate,2024-Q4,116.09
ESP,Aggregate,2025-Q1,117.0613333333333
EST,Aggregate,2016-Q1,193.7
EST,Aggregate,2016-Q2,195.4
EST,Aggregate,2016-Q3,196.1
EST,Aggregate,2016-Q4,196.1333333333333
EST,Aggregate,2017-Q1,199.5
EST,Aggregate,2017-Q2,201.5333333333333
EST,Aggregate,2017-Q3,203.4
EST,Aggregate,2017-Q4,203.6
EST,Aggregate,2018-Q1,205.7
EST,Aggregate,2018-Q2,208.2333333333333
EST,Aggregate,2018-Q3,210.6666666666667
EST,Aggregate,2018-Q4,211.2
EST,Aggregate,2019-Q1,210.4333333333333
EST,Aggregate,2019-Q2,214.2666666666667
EST,Aggregate,2019-Q3,215.3
EST,Aggregate,2019-Q4,214.8333333333333
EST,Aggregate,2020-Q1,213.5666666666667
EST,Aggregate,2020-Q2,211.8
EST,Aggregate,2020-Q3,213.2666666666667
EST,Aggregate,2020-Q4,212.4
EST,Aggregate,2021-Q1,214.9666666666667
EST,Aggregate,2021-Q2,218.3333333333333
EST,Aggregate,2021-Q3,225.1
EST,Aggregate,2021-Q4,232.2333333333333
EST,Aggregate,2022-Q1,242.5666666666667
EST,Aggregate,2022-Q2,262.5333333333333
EST,Aggregate,2022-Q3,278.6007333333333
EST,Aggregate,2022-Q4,279.7
EST,Aggregate,2023-Q1,284.1
EST,Aggregate,2023-Q2,292.1666666666667
EST,Aggregate,2023-Q3,292.7333333333333
EST,Aggregate,2023-Q4,291.8
EST,Aggregate,2024-Q1,296.2
EST,Aggregate,2024-Q2,300.1666666666667
EST,Aggregate,2024-Q3,302.1666666666667
EST,Aggregate,2024-Q4,303.1333333333333
EST,Aggregate,2025-Q1,309.5716666666667
ETH,Aggregate,2016-Q1,95.19042074800537
ETH,Aggregate,2016-Q2,98.1205936423949
ETH,Aggregate,2016-Q3,100.558643042404
ETH,Aggregate,2016-Q4,100.474258636469
ETH,Aggregate,2017-Q1,102.3759159482443
ETH,Aggregate,2017-Q2,106.4811377934023
ETH,Aggregate,2017-Q3,112.0107629202257
ETH,Aggregate,2017-Q4,115.6200873253153
ETH,Aggregate,2018-Q1,118.787395209496
ETH,Aggregate,2018-Q2,122.794477789554
ETH,Aggregate,2018-Q3,127.3972668398947
ETH,Aggregate,2018-Q4,127.888291552555
ETH,Aggregate,2019-Q1,131.916862330143
ETH,Aggregate,2019-Q2,140.9755917901993
ETH,Aggregate,2019-Q3,149.490569182843
ETH,Aggregate,2019-Q4,153.0373213734493
ETH,Aggregate,2020-Q1,159.6215725851273
ETH,Aggregate,2020-Q2,171.1666666666667
ETH,Aggregate,2020-Q3,179.8666666666667
ETH,Aggregate,2020-Q4,181.9
ETH,Aggregate,2021-Q1,191.9333333333333
ETH,Aggregate,2021-Q2,207.6666666666667
ETH,Aggregate,2021-Q3,234.8666666666667
ETH,Aggregate,2021-Q4,243.9666666666667
ETH,Aggregate,2022-Q1,257.6666666666667
ETH,Aggregate,2022-Q2,282.1666666666667
ETH,Aggregate,2022-Q3,310.4666666666667
ETH,Aggregate,2022-Q4,325.8333333333333
ETH,Aggregate,2023-Q1,343.7666666666667
ETH,Aggregate,2023-Q2,370.1333333333333
ETH,Aggregate,2023-Q3,398.0419406132263
ETH,Aggregate,2023-Q4,419.605099577612
ETH,Aggregate,2024-Q1,439.6405597786273
ETH,Aggregate,2024-Q2,451.5410300478637
ETH,Aggregate,2024-Q3,468.6536938223307
ETH,Aggregate,2024-Q4,493.9147336126743
ETH,Aggregate,2025-Q1,504.1904493839877
FIN,Aggregate,2016-Q1,99.78333333333333
FIN,Aggregate,2016-Q2,100.3666666666667
FIN,Aggregate,2016-Q3,100.41
FIN,Aggregate,2016-Q4,100.8466666666667
FIN,Aggregate,2017-Q1,100.7466666666667
FIN,Aggregate,2017-Q2,101.14
FIN,Aggregate,2017-Q3,101.0933333333333
FIN,Aggregate,2017-Q4,101.4533333333333
FIN,Aggregate,2018-Q1,101.4866666666667
FIN,Aggregate,2018-Q2,102.13
FIN,Aggregate,2018-Q3,102.4033333333333
FIN,Aggregate,2018-Q4,102.7966666666667
FIN,Aggregate,2019-Q1,102.66
FIN,Aggregate,2019-Q2,103.3733333333333
FIN,Aggregate,2019-Q3,103.3733333333333
FIN,Aggregate,2019-Q4,103.5966666666667
FIN,Aggregate,2020-Q1,103.4933333333333
FIN,Aggregate,2020-Q2,103.1933333333333
FIN,Aggregate,2020-Q3,103.7033333333333
FIN,Aggregate,2020-Q4,103.8133333333333
FIN,Aggregate,2021-Q1,104.5766666666667
FIN,Aggregate,2021-Q2,105.3466666666667
FIN,Aggregate,2021-Q3,105.9866666666667
FIN,Aggregate,2021-Q4,107.3833333333333
FIN,Aggregate,2022-Q1,109.7033333333333
FIN,Aggregate,2022-Q2,112.5433333333333
FIN,Aggregate,2022-Q3,114.2966666666667
FIN,Aggregate,2022-Q4,116.9033333333333
FIN,Aggregate,2023-Q1,118.9066666666667
FIN,Aggregate,2023-Q2,120.42
FIN,Aggregate,2023-Q3,121.0033333333333
FIN,Aggregate,2023-Q4,121.46
FIN,Aggregate,2024-Q1,122.2366666666667
FIN,Aggregate,2024-Q2,122.29
FIN,Aggregate,2024-Q3,122.2133333333333
FIN,Aggregate,2024-Q4,122.5933333333333
FIN,Aggregate,2025-Q1,122.92
FJI,Aggregate,2016-Q1,102.5666666666667
FJI,Aggregate,2016-Q2,105.5666666666667
FJI,Aggregate,2016-Q3,106.7666666666667
FJI,Aggregate,2016-Q4,106.3
FJI,Aggregate,2017-Q1,108.7
FJI,Aggregate,2017-Q2,108.5666666666667
FJI,Aggregate,2017-Q3,108.9
FJI,Aggregate,2017-Q4,109.1333333333333
FJI,Aggregate,2018-Q1,111.0333333333333
FJI,Aggregate,2018-Q2,113.5333333333333
FJI,Aggregate,2018-Q3,113.8333333333333
FJI,Aggregate,2018-Q4,114.6666666666667
FJI,Aggregate,2019-Q1,116.3
FJI,Aggregate,2019-Q2,116.2
FJI,Aggregate,2019-Q3,114.7333333333333
FJI,Aggregate,2019-Q4,113.8666666666667
FJI,Aggregate,2020-Q1,113.3333333333333
FJI,Aggregate,2020-Q2,113.6666666666667
FJI,Aggregate,2020-Q3,111.7333333333333
FJI,Aggregate,2020-Q4,110.4
FJI,Aggregate,2021-Q1,112.8333333333333
FJI,Aggregate,2021-Q2,112.1333333333333
FJI,Aggregate,2021-Q3,112.4333333333333
FJI,Aggregate,2021-Q4,112.4333333333333
FJI,Aggregate,2022-Q1,116.3
FJI,Aggregate,2022-Q2,117.6333333333333
FJI,Aggregate,2022-Q3,118.1666666666667
FJI,Aggregate,2022-Q4,117.1666666666667
FJI,Aggregate,2023-Q1,118.6333333333333
FJI,Aggregate,2023-Q2,118.8333333333333
FJI,Aggregate,2023-Q3,119.8
FJI,Aggregate,2023-Q4,123
FJI,Aggregate,2024-Q1,123.6666666666667
FJI,Aggregate,2024-Q2,126.6
FJI,Aggregate,2024-Q3,126.3333333333333
FJI,Aggregate,2024-Q4,125.3333333333333
FJI,Aggregate,2025-Q1,126.5
FRA,Aggregate,2016-Q1,99.47666666666667
FRA,Aggregate,2016-Q2,100.4066666666667
FRA,Aggregate,2016-Q3,100.39
FRA,Aggregate,2016-Q4,100.4566666666667
FRA,Aggregate,2017-Q1,100.7033333333333
FRA,Aggregate,2017-Q2,101.2966666666667
FRA,Aggregate,2017-Q3,101.2633333333333
FRA,Aggregate,2017-Q4,101.6033333333333
FRA,Aggregate,2018-Q1,102.0733333333333
FRA,Aggregate,2018-Q2,103.2166666666667
FRA,Aggregate,2018-Q3,103.54
FRA,Aggregate,2018-Q4,103.53
FRA,Aggregate,2019-Q1,103.32
FRA,Aggregate,2019-Q2,104.3766666666667
FRA,Aggregate,2019-Q3,104.58
FRA,Aggregate,2019-Q4,104.6533333333333
FRA,Aggregate,2020-Q1,104.5533333333333
FRA,Aggregate,2020-Q2,104.6866666666667
FRA,Aggregate,2020-Q3,104.9433333333333
FRA,Aggregate,2020-Q4,104.7333333333333
FRA,Aggregate,2021-Q1,105.33
FRA,Aggregate,2021-Q2,106.1333333333333
FRA,Aggregate,2021-Q3,106.7533333333333
FRA,Aggregate,2021-Q4,107.58
FRA,Aggregate,2022-Q1,109.1833333333333
FRA,Aggregate,2022-Q2,111.7466666666667
FRA,Aggregate,2022-Q3,112.9966666666667
FRA,Aggregate,2022-Q4,114.1066666666667
FRA,Aggregate,2023-Q1,115.7233333333333
FRA,Aggregate,2023-Q2,117.53
FRA,Aggregate,2023-Q3,118.2866666666667
FRA,Aggregate,2023-Q4,118.35
FRA,Aggregate,2024-Q1,118.9566666666667
FRA,Aggregate,2024-Q2,120.1266666666667
FRA,Aggregate,2024-Q3,120.3466666666667
FRA,Aggregate,2024-Q4,119.8533333333333
FRA,Aggregate,2025-Q1,120.2266666666667
FSM,Aggregate,2016-Q1,100.174764618877
FSM,Aggregate,2016-Q2,100.211489934274
FSM,Aggregate,2016-Q3,100.703991318957
FSM,Aggregate,2016-Q4,100.070977917981
FSM,Aggregate,2017-Q1,100
FSM,Aggregate,2017-Q2,101.309
FSM,Aggregate,2017-Q3,101.321
FSM,Aggregate,2017-Q4,100.867
FSM,Aggregate,2018-Q1,101.032
FSM,Aggregate,2018-Q2,102.708
FSM,Aggregate,2018-Q3,102.444
FSM,Aggregate,2018-Q4,103.359
FSM,Aggregate,2019-Q1,103.348
FSM,Aggregate,2019-Q2,104.581
FSM,Aggregate,2019-Q3,104.756
FSM,Aggregate,2019-Q4,104.737
FSM,Aggregate,2020-Q1,105.262
FSM,Aggregate,2020-Q2,105.279
FSM,Aggregate,2020-Q3,104.778
FSM,Aggregate,2020-Q4,104.418
FSM,Aggregate,2021-Q1,106.193
FSM,Aggregate,2021-Q2,107.849
FSM,Aggregate,2021-Q3,109.04
FSM,Aggregate,2021-Q4,110.05
FSM,Aggregate,2022-Q1,110.79
FSM,Aggregate,2022-Q2,113.373
FSM,Aggregate,2022-Q3,114.749
FSM,Aggregate,2022-Q4,117.647
GAB,Aggregate,2016-Q1,90.19780089033713
GAB,Aggregate,2016-Q2,90.76476898997193
GAB,Aggregate,2016-Q3,91.46329577736897
GAB,Aggregate,2016-Q4,93.3508455754963
GAB,Aggregate,2017-Q1,93.13937577693827
GAB,Aggregate,2017-Q2,93.9562453183521
GAB,Aggregate,2017-Q3,94.26091760299627
GAB,Aggregate,2017-Q4,94.1202996254682
GAB,Aggregate,2018-Q1,95.6670973782772
GAB,Aggregate,2018-Q2,98.1513483146068
GAB,Aggregate,2018-Q3,99.32316479400753
GAB,Aggregate,2018-Q4,100.1668726591761
GAB,Aggregate,2019-Q1,100.1588905658433
GAB,Aggregate,2019-Q2,101.00064304508
GAB,Aggregate,2019-Q3,100.98392096501
GAB,Aggregate,2019-Q4,100.8583818624267
GAB,Aggregate,2020-Q1,101.0528423376833
GAB,Aggregate,2020-Q2,101.9366373201167
GAB,Aggregate,2020-Q3,102.74957363618
GAB,Aggregate,2020-Q4,102.71443524722
GAB,Aggregate,2021-Q1,102.6906666666667
GAB,Aggregate,2021-Q2,102.9013333333333
GAB,Aggregate,2021-Q3,103.3646666666667
GAB,Aggregate,2021-Q4,103.9363333333333
GAB,Aggregate,2022-Q1,105.1546666666667
GAB,Aggregate,2022-Q2,106.5233333333333
GAB,Aggregate,2022-Q3,108.95
GAB,Aggregate,2022-Q4,109.7355267333983
GAB,Aggregate,2023-Q1,110.207589467366
GAB,Aggregate,2023-Q2,111.2072290102637
GAB,Aggregate,2023-Q3,112.1666666666667
GAB,Aggregate,2023-Q4,112.4
GAB,Aggregate,2024-Q1,112.4774694442743
GAB,Aggregate,2024-Q2,112.6664400100703
GAB,Aggregate,2024-Q3,112.7028069496153
GAB,Aggregate,2024-Q4,113.3666666666667
GAB,Aggregate,2025-Q1,114.014669036865
GBR,Aggregate,2016-Q1,100.1333333333333
GBR,Aggregate,2016-Q2,100.8
GBR,Aggregate,2016-Q3,101.2
GBR,Aggregate,2016-Q4,101.8666666666667
GBR,Aggregate,2017-Q1,102.3
GBR,Aggregate,2017-Q2,103.4
GBR,Aggregate,2017-Q3,103.9333333333333
GBR,Aggregate,2017-Q4,104.7
GBR,Aggregate,2018-Q1,104.8333333333333
GBR,Aggregate,2018-Q2,105.7666666666667
GBR,Aggregate,2018-Q3,106.3333333333333
GBR,Aggregate,2018-Q4,106.9
GBR,Aggregate,2019-Q1,106.7333333333333
GBR,Aggregate,2019-Q2,107.8
GBR,Aggregate,2019-Q3,108.2333333333333
GBR,Aggregate,2019-Q4,108.4333333333333
GBR,Aggregate,2020-Q1,108.5
GBR,Aggregate,2020-Q2,108.6666666666667
GBR,Aggregate,2020-Q3,109.0666666666667
GBR,Aggregate,2020-Q4,109.2333333333333
GBR,Aggregate,2021-Q1,109.4666666666667
GBR,Aggregate,2021-Q2,110.9333333333333
GBR,Aggregate,2021-Q3,111.9666666666667
GBR,Aggregate,2021-Q4,114.0666666666667
GBR,Aggregate,2022-Q1,115.5
GBR,Aggregate,2022-Q2,119.7333333333333
GBR,Aggregate,2022-Q3,121.7666666666667
GBR,Aggregate,2022-Q4,124.8
GBR,Aggregate,2023-Q1,125.8666666666667
GBR,Aggregate,2023-Q2,128.9333333333333
GBR,Aggregate,2023-Q3,129.5
GBR,Aggregate,2023-Q4,130.2333333333333
GBR,Aggregate,2024-Q1,130.8
GBR,Aggregate,2024-Q2,132.6333333333333
GBR,Aggregate,2024-Q3,133.2666666666667
GBR,Aggregate,2024-Q4,134.6666666666667
GBR,Aggregate,2025-Q1,135.6
GEO,Aggregate,2016-Q1,117.939
GEO,Aggregate,2016-Q2,116.3753333333333
GEO,Aggregate,2016-Q3,116.1320666666667
GEO,Aggregate,2016-Q4,118.0045333333333
GEO,Aggregate,2017-Q1,123.7435333333333
GEO,Aggregate,2017-Q2,124.0398666666667
GEO,Aggregate,2017-Q3,123.0442
GEO,Aggregate,2017-Q4,125.8958333333333
GEO,Aggregate,2018-Q1,127.8168333333333
GEO,Aggregate,2018-Q2,126.9982666666667
GEO,Aggregate,2018-Q3,126.623
GEO,Aggregate,2018-Q4,128.2758666666667
GEO,Aggregate,2019-Q1,131.3045
GEO,Aggregate,2019-Q2,132.5809
GEO,Aggregate,2019-Q3,133.3487333333333
GEO,Aggregate,2019-Q4,137.2157333333333
GEO,Aggregate,2020-Q1,139.5791666666667
GEO,Aggregate,2020-Q2,141.2127666666667
GEO,Aggregate,2020-Q3,139.6590666666667
GEO,Aggregate,2020-Q4,141.8034333333333
GEO,Aggregate,2021-Q1,145.9293333333333
GEO,Aggregate,2021-Q2,152.8710666666667
GEO,Aggregate,2021-Q3,156.8558666666667
GEO,Aggregate,2021-Q4,160.3885666666667
GEO,Aggregate,2022-Q1,165.1216333333333
GEO,Aggregate,2022-Q2,172.7071666666667
GEO,Aggregate,2022-Q3,174.6095
GEO,Aggregate,2022-Q4,176.9045666666667
GEO,Aggregate,2023-Q1,177.6943333333333
GEO,Aggregate,2023-Q2,175.4243
GEO,Aggregate,2023-Q3,175.6994666666667
GEO,Aggregate,2023-Q4,177.6739666666667
GEO,Aggregate,2024-Q1,178.1726666666667
GEO,Aggregate,2024-Q2,178.7711333333333
GEO,Aggregate,2024-Q3,177.6782333333333
GEO,Aggregate,2024-Q4,179.7101
GEO,Aggregate,2025-Q1,182.8438333333333
GHA,Aggregate,2016-Q1,61.8101477110758
GHA,Aggregate,2016-Q2,64.2884726887694
GHA,Aggregate,2016-Q3,65.4283426695463
GHA,Aggregate,2016-Q4,66.86046365977157
GHA,Aggregate,2017-Q1,69.91939397623597
GHA,Aggregate,2017-Q2,72.3689490726256
GHA,Aggregate,2017-Q3,73.35925208819317
GHA,Aggregate,2017-Q4,74.7073213239254
GHA,Aggregate,2018-Q1,76.7255938863259
GHA,Aggregate,2018-Q2,77.96826345279597
GHA,Aggregate,2018-Q3,78.8681167785766
GHA,Aggregate,2018-Q4,79.46607591796593
GHA,Aggregate,2019-Q1,81.45807562508267
GHA,Aggregate,2019-Q2,83.42144661169183
GHA,Aggregate,2019-Q3,84.84357315596597
